AbsPressure,datetime,minute,hour,AvDepth,AvTemp,AvSalinity
105.301,2021-01-15T13:02:30Z,2,13,0.351,29.62,33.74644153
105.304,2021-01-15T13:25:30Z,25,13,0.351,29.76,33.57985634
105.304,2021-01-15T13:26:00Z,26,13,0.351,29.65,33.59428567
105.305,2021-01-15T12:25:50Z,25,12,0.351,29.14,33.91625527
105.307,2021-01-15T13:31:30Z,31,13,0.352,29.77,33.35484633
105.31,2021-01-15T12:44:30Z,44,12,0.352,29.66,33.23060666
105.312,2021-01-15T13:37:30Z,37,13,0.352,29.82,33.04732152
105.313,2021-01-15T12:50:20Z,50,12,0.352,29.69,33.59578256
105.314,2021-01-15T12:07:20Z,7,12,0.352,29.12,33.93038942
105.319,2021-01-15T12:21:40Z,21,12,0.353,29.37,33.74083574
105.321,2021-01-15T13:47:30Z,47,13,0.353,31.5,33.07669102
105.321,2021-01-15T13:48:30Z,48,13,0.353,31.6,32.71583834
105.328,2021-01-15T12:44:40Z,44,12,0.354,29.66,33.24025216
105.328,2021-01-15T12:47:00Z,47,12,0.354,29.39,33.37551273
105.33,2021-01-15T12:48:00Z,48,12,0.354,29.55,33.65412491
105.33,2021-01-15T13:38:20Z,38,13,0.354,29.79,32.89928493
105.332,2021-01-15T13:41:40Z,41,13,0.354,30.23,33.58581143
105.333,2021-01-15T12:55:30Z,55,12,0.354,29.36,33.8005038
105.333,2021-01-15T12:59:10Z,59,12,0.354,29.65,33.67942816
105.333,2021-01-15T13:06:00Z,6,13,0.354,29.33,33.85138195
105.336,2021-01-15T13:02:20Z,2,13,0.355,29.58,33.73492705
105.336,2021-01-15T13:20:00Z,20,13,0.355,29.77,33.65486281
105.338,2021-01-15T13:47:50Z,47,13,0.355,31.51,32.96909203
105.341,2021-01-15T13:28:20Z,28,13,0.355,29.77,33.50436024
105.345,2021-01-15T12:43:10Z,43,12,0.355,29.65,33.6728609
105.347,2021-01-15T12:49:10Z,49,12,0.356,29.54,33.71035759
105.35,2021-01-15T12:59:20Z,59,12,0.356,29.63,33.70987924
105.35,2021-01-15T13:04:40Z,4,13,0.356,29.28,33.84049053
105.35,2021-01-15T13:05:30Z,5,13,0.356,29.41,33.77525994
105.353,2021-01-15T13:14:40Z,14,13,0.356,29.77,33.78009893
105.353,2021-01-15T13:18:50Z,18,13,0.356,29.77,33.68772835
105.353,2021-01-15T13:19:30Z,19,13,0.356,29.76,33.65200459
105.354,2021-01-15T12:22:20Z,22,12,0.356,29.37,33.77368644
105.355,2021-01-15T13:48:20Z,48,13,0.356,31.4,32.85471221
105.361,2021-01-15T13:34:50Z,34,13,0.357,29.73,33.17934679
105.365,2021-01-15T12:48:10Z,48,12,0.357,29.6,33.61267661
105.365,2021-01-15T12:51:20Z,51,12,0.357,29.73,33.61048257
105.367,2021-01-15T12:56:20Z,56,12,0.358,29.5,33.76138136
105.367,2021-01-15T12:58:40Z,58,12,0.358,29.63,33.7328952
105.373,2021-01-15T13:28:00Z,28,13,0.358,29.77,33.5108745
105.376,2021-01-15T12:39:00Z,39,12,0.359,29.58,33.77773496
105.376,2021-01-15T13:29:00Z,29,13,0.359,29.76,33.39742891
105.382,2021-01-15T12:54:00Z,54,12,0.359,29.69,33.62198936
105.383,2021-01-15T12:07:10Z,7,12,0.359,29.1,33.91488352
105.385,2021-01-15T12:59:30Z,59,12,0.359,29.69,33.6613504
105.385,2021-01-15T13:08:20Z,8,13,0.359,29.22,33.85975245
105.387,2021-01-15T13:18:30Z,18,13,0.36,29.76,33.72436652
105.39,2021-01-15T13:25:40Z,25,13,0.36,29.74,33.57741937
105.39,2021-01-15T13:49:50Z,49,13,0.36,31.77,32.54006283
105.394,2021-01-15T12:42:20Z,42,12,0.36,29.64,33.66668284
105.396,2021-01-15T12:45:20Z,45,12,0.361,29.62,33.24217886
105.399,2021-01-15T12:48:30Z,48,12,0.361,29.46,33.67454156
105.399,2021-01-15T12:48:50Z,48,12,0.361,29.59,33.60335029
105.401,2021-01-15T13:42:00Z,42,13,0.361,30.34,33.55925666
105.402,2021-01-15T13:08:00Z,8,13,0.361,29.22,33.87293399
105.405,2021-01-15T13:02:00Z,2,13,0.361,29.55,33.74284849
105.405,2021-01-15T13:15:20Z,15,13,0.361,29.82,33.72204221
105.405,2021-01-15T13:16:30Z,16,13,0.361,29.91,33.68242584
105.405,2021-01-15T13:18:40Z,18,13,0.361,29.77,33.6712934
105.41,2021-01-15T13:30:00Z,30,13,0.362,29.75,33.38159223
105.416,2021-01-15T12:51:40Z,51,12,0.363,29.54,33.67753424
105.416,2021-01-15T12:54:40Z,54,12,0.363,29.69,33.61868212
105.419,2021-01-15T12:57:30Z,57,12,0.363,29.68,33.67494388
105.419,2021-01-15T13:04:20Z,4,13,0.363,29.27,33.86071465
105.419,2021-01-15T13:07:30Z,7,13,0.363,29.22,33.85650043
105.419,2021-01-15T13:41:00Z,41,13,0.363,30.06,33.68370826
105.422,2021-01-15T13:00:30Z,0,13,0.363,29.7,33.71689146
105.422,2021-01-15T13:15:00Z,15,13,0.363,29.8,33.75912862
105.425,2021-01-15T13:20:50Z,20,13,0.363,29.7,33.68723909
105.427,2021-01-15T13:51:40Z,51,13,0.364,31.85,32.47182021
105.431,2021-01-15T12:45:30Z,45,12,0.364,29.63,33.19668884
105.433,2021-01-15T13:37:20Z,37,13,0.364,29.8,33.05458435
105.434,2021-01-15T12:50:10Z,50,12,0.364,29.68,33.62895065
105.434,2021-01-15T12:54:20Z,54,12,0.364,29.63,33.68354088
105.436,2021-01-15T13:05:00Z,5,13,0.365,29.36,33.81700015
105.439,2021-01-15T13:00:00Z,0,13,0.365,29.58,33.72183401
105.439,2021-01-15T13:11:10Z,11,13,0.365,29.48,33.86125113
105.439,2021-01-15T13:17:40Z,17,13,0.365,29.74,33.69882846
105.439,2021-01-15T13:19:10Z,19,13,0.365,29.79,33.71003765
105.439,2021-01-15T13:22:10Z,22,13,0.365,29.55,33.74943839
105.441,2021-01-15T13:50:10Z,50,13,0.365,31.8,32.54270288
105.442,2021-01-15T13:21:20Z,21,13,0.365,29.65,33.66631609
105.443,2021-01-15T12:31:10Z,31,12,0.365,29.44,33.82657547
105.445,2021-01-15T12:41:00Z,41,12,0.365,29.58,33.74151703
105.449,2021-01-15T11:58:30Z,58,11,0.366,29,33.95938192
105.451,2021-01-15T12:51:10Z,51,12,0.366,29.7,33.63799479
105.454,2021-01-15T13:09:20Z,9,13,0.366,29.15,33.87300711
105.456,2021-01-15T13:14:30Z,14,13,0.367,29.74,33.77462546
105.456,2021-01-15T13:24:00Z,24,13,0.367,29.5,33.6990446
105.456,2021-01-15T13:25:20Z,25,13,0.367,29.76,33.58315984
105.462,2021-01-15T13:28:30Z,28,13,0.367,29.75,33.47913403
105.468,2021-01-15T12:50:00Z,50,12,0.368,29.65,33.64002783
105.468,2021-01-15T12:53:20Z,53,12,0.368,29.79,33.60151371
105.471,2021-01-15T13:04:10Z,4,13,0.368,29.39,33.81235308
105.471,2021-01-15T13:09:40Z,9,13,0.368,29.14,33.88668388
105.473,2021-01-15T13:46:40Z,46,13,0.368,31.43,33.07779282
105.474,2021-01-15T13:00:50Z,0,13,0.368,29.65,33.70574964
105.474,2021-01-15T13:11:00Z,11,13,0.368,29.42,33.89363277
105.474,2021-01-15T13:12:00Z,12,13,0.368,29.39,33.91480161
105.474,2021-01-15T13:13:30Z,13,13,0.368,29.41,33.87090514
105.474,2021-01-15T13:22:50Z,22,13,0.368,29.6,33.68485947
105.485,2021-01-15T12:51:50Z,51,12,0.369,29.53,33.71736548
105.49,2021-01-15T13:44:50Z,44,13,0.37,31.13,33.24355796
105.491,2021-01-15T13:02:50Z,2,13,0.37,29.65,33.71891402
105.491,2021-01-15T13:11:40Z,11,13,0.37,29.53,33.83273012
105.491,2021-01-15T13:14:50Z,14,13,0.37,29.77,33.78009927
105.494,2021-01-15T12:34:10Z,34,12,0.37,29.47,33.77251134
105.494,2021-01-15T13:21:00Z,21,13,0.37,29.63,33.68690913
105.494,2021-01-15T13:27:50Z,27,13,0.37,29.76,33.5341484
105.503,2021-01-15T12:53:50Z,53,12,0.371,29.63,33.67700312
105.505,2021-01-15T12:57:40Z,57,12,0.371,29.65,33.66626727
105.505,2021-01-15T12:58:30Z,58,12,0.371,29.5,33.75815347
105.505,2021-01-15T12:59:40Z,59,12,0.371,29.74,33.63963349
105.505,2021-01-15T13:05:40Z,5,13,0.371,29.41,33.78839204
105.505,2021-01-15T13:06:20Z,6,13,0.371,29.32,33.82545311
105.505,2021-01-15T13:08:10Z,8,13,0.371,29.24,33.85221731
105.505,2021-01-15T13:40:20Z,40,13,0.371,29.86,33.73380543
105.508,2021-01-15T13:11:20Z,11,13,0.372,29.49,33.89392851
105.508,2021-01-15T13:12:40Z,12,13,0.372,29.33,33.91745182
105.508,2021-01-15T13:23:20Z,23,13,0.372,29.53,33.73053038
105.514,2021-01-15T12:42:30Z,42,12,0.372,29.64,33.69954043
105.514,2021-01-15T13:29:40Z,29,13,0.372,29.75,33.404345
105.52,2021-01-15T12:52:30Z,52,12,0.373,29.74,33.61665708
105.52,2021-01-15T12:54:10Z,54,12,0.373,29.47,33.73967308
105.523,2021-01-15T13:04:00Z,4,13,0.373,29.49,33.79481955
105.525,2021-01-15T12:59:50Z,59,12,0.373,29.71,33.68021612
105.525,2021-01-15T13:00:20Z,0,13,0.373,29.41,33.77524923
105.525,2021-01-15T13:19:20Z,19,13,0.373,29.76,33.66183
105.525,2021-01-15T13:22:00Z,22,13,0.373,29.53,33.70755873
105.528,2021-01-15T13:26:10Z,26,13,0.374,29.62,33.63157974
105.532,2021-01-15T12:42:10Z,42,12,0.374,29.64,33.69953974
105.532,2021-01-15T12:42:40Z,42,12,0.374,29.64,33.69954077
105.537,2021-01-15T12:47:30Z,47,12,0.375,29.57,33.6532379
105.537,2021-01-15T12:51:00Z,51,12,0.375,29.65,33.66625352
105.539,2021-01-15T13:40:40Z,40,13,0.375,29.97,33.67368575
105.54,2021-01-15T12:57:10Z,57,12,0.375,29.77,33.61543463
105.54,2021-01-15T13:05:50Z,5,13,0.375,29.35,33.79117538
105.542,2021-01-15T13:44:10Z,44,13,0.375,30.93,33.35279984
105.543,2021-01-15T13:10:50Z,10,13,0.375,29.42,33.88040654
105.543,2021-01-15T13:14:20Z,14,13,0.375,29.7,33.80262751
105.545,2021-01-15T13:21:10Z,21,13,0.375,29.64,33.66676297
105.545,2021-01-15T13:25:50Z,25,13,0.375,29.68,33.59629099
105.545,2021-01-15T13:26:40Z,26,13,0.375,29.69,33.56644303
105.548,2021-01-15T13:28:40Z,28,13,0.376,29.76,33.52433031
105.554,2021-01-15T12:47:50Z,47,12,0.376,29.59,33.65898232
105.554,2021-01-15T12:52:00Z,52,12,0.376,29.54,33.70049642
105.554,2021-01-15T13:37:10Z,37,13,0.376,29.8,33.07692556
105.554,2021-01-15T13:38:50Z,38,13,0.376,29.68,33.19133033
105.557,2021-01-15T13:05:20Z,5,13,0.377,29.41,33.77525959
105.557,2021-01-15T13:06:40Z,6,13,0.377,29.31,33.82592275
105.557,2021-01-15T13:10:30Z,10,13,0.377,29.37,33.89911063
105.557,2021-01-15T13:40:50Z,40,13,0.377,30.03,33.65512656
105.558,2021-01-15T12:15:30Z,15,12,0.377,29.32,33.82534753
105.56,2021-01-15T13:03:10Z,3,13,0.377,29.63,33.7164249
105.56,2021-01-15T13:16:50Z,16,13,0.377,29.81,33.74553995
105.56,2021-01-15T13:19:50Z,19,13,0.377,29.79,33.6639656
105.56,2021-01-15T13:24:20Z,24,13,0.377,29.54,5.09448831
105.56,2021-01-15T13:25:10Z,25,13,0.377,29.74,33.60359175
105.565,2021-01-15T13:30:30Z,30,13,0.377,29.7,33.35143231
105.565,2021-01-15T13:31:00Z,31,13,0.377,29.75,33.37517023
105.565,2021-01-15T13:50:50Z,50,13,0.377,31.83,32.55176217
105.565,2021-01-15T13:51:00Z,51,13,0.377,31.83,32.50080691
105.568,2021-01-15T13:34:40Z,34,13,0.378,29.75,33.19770158
105.571,2021-01-15T13:37:40Z,37,13,0.378,29.81,32.99996907
105.571,2021-01-15T13:37:50Z,37,13,0.378,29.79,32.915207530000004
105.571,2021-01-15T13:39:10Z,39,13,0.378,29.7,32.9163354
105.574,2021-01-15T12:57:00Z,57,12,0.378,29.76,33.65195827
105.574,2021-01-15T13:07:20Z,7,13,0.378,29.24,33.86539256
105.574,2021-01-15T13:41:20Z,41,13,0.378,30.18,33.60717949
105.574,2021-01-15T13:43:10Z,43,13,0.378,30.49,33.49559492
105.577,2021-01-15T13:12:50Z,12,13,0.379,29.33,33.93394685
105.577,2021-01-15T13:18:10Z,18,13,0.379,29.74,33.7383369
105.577,2021-01-15T13:20:30Z,20,13,0.379,29.81,33.64022072
105.577,2021-01-15T13:23:00Z,23,13,0.379,29.6,33.68485982
105.577,2021-01-15T13:46:00Z,46,13,0.379,31.26,33.19518093
105.579,2021-01-15T13:48:50Z,48,13,0.379,31.73,32.65579312
105.583,2021-01-15T12:38:50Z,38,12,0.379,29.59,33.77072414
105.583,2021-01-15T13:30:50Z,30,13,0.379,29.73,33.38247831
105.589,2021-01-15T12:53:10Z,53,12,0.38,29.79,33.60151336
105.591,2021-01-15T13:41:10Z,41,13,0.38,30.11,33.63587286
105.592,2021-01-15T13:04:30Z,4,13,0.38,29.22,33.8894508
105.594,2021-01-15T13:24:40Z,24,13,0.38,29.62,33.69390545
105.6,2021-01-15T13:30:10Z,30,13,0.381,29.74,33.38850487
105.6,2021-01-15T13:33:20Z,33,13,0.381,29.77,33.23867942
105.601,2021-01-15T12:39:20Z,39,12,0.381,29.58,33.75137541
105.606,2021-01-15T12:54:30Z,54,12,0.381,29.74,33.59370203
105.608,2021-01-15T13:41:30Z,41,13,0.382,30.23,33.59891627
105.609,2021-01-15T12:56:40Z,56,12,0.382,29.7,25.83674881
105.611,2021-01-15T13:47:10Z,47,13,0.382,31.48,33.08349884
105.612,2021-01-15T13:16:20Z,16,13,0.382,29.91,33.6824255
105.612,2021-01-15T13:16:40Z,16,13,0.382,29.86,33.69415697
105.612,2021-01-15T13:17:10Z,17,13,0.382,29.73,33.75855723
105.614,2021-01-15T13:27:40Z,27,13,0.382,29.75,33.51823435
105.617,2021-01-15T13:34:10Z,34,13,0.383,29.82,33.22684471
105.621,2021-01-15T12:45:50Z,45,12,0.383,29.68,33.21041221
105.629,2021-01-15T13:17:50Z,17,13,0.384,29.73,33.72225871
105.637,2021-01-15T13:35:40Z,35,13,0.385,29.76,33.13638311
105.641,2021-01-15T12:50:50Z,50,12,0.385,29.63,33.63760177
105.643,2021-01-15T13:10:00Z,10,13,0.385,29.22,33.87293815
105.643,2021-01-15T13:40:30Z,40,13,0.385,29.93,33.66197005
105.646,2021-01-15T13:03:20Z,3,13,0.385,29.62,33.71688115
105.646,2021-01-15T13:11:30Z,11,13,0.385,29.49,33.87739503
105.648,2021-01-15T13:50:40Z,50,13,0.386,31.83,32.5071429
105.649,2021-01-15T13:26:30Z,26,13,0.386,29.68,33.59629236
105.652,2021-01-15T13:30:20Z,30,13,0.386,29.73,33.38577981
105.657,2021-01-15T13:38:10Z,38,13,0.386,29.79,32.94688114
105.658,2021-01-15T12:52:20Z,52,12,0.387,29.63,33.66383764
105.66,2021-01-15T13:42:50Z,42,13,0.387,30.45,33.49019018
105.66,2021-01-15T13:43:20Z,43,13,0.387,30.51,33.4818687
105.661,2021-01-15T12:58:50Z,58,12,0.387,29.57,33.7419236
105.661,2021-01-15T13:09:30Z,9,13,0.387,29.12,33.91070477
105.663,2021-01-15T13:12:30Z,12,13,0.387,29.33,33.91745147
105.663,2021-01-15T13:18:20Z,18,13,0.387,29.74,33.74495232
105.663,2021-01-15T13:44:00Z,44,13,0.387,30.89,33.34057187
105.672,2021-01-15T13:35:20Z,35,13,0.388,29.76,33.1235518
105.675,2021-01-15T12:50:30Z,50,12,0.388,29.7,33.63799342
105.675,2021-01-15T12:52:10Z,52,12,0.388,29.73,33.64989289
105.677,2021-01-15T13:40:00Z,40,13,0.388,29.87,33.74992882
105.678,2021-01-15T12:56:00Z,56,12,0.389,29.49,33.75851915
105.681,2021-01-15T13:10:40Z,10,13,0.389,29.39,33.91479885
105.681,2021-01-15T13:20:10Z,20,13,0.389,29.8,33.68003069
105.681,2021-01-15T13:22:20Z,22,13,0.389,29.58,33.72188015
105.683,2021-01-15T13:50:00Z,50,13,0.389,31.82,32.53603605
105.686,2021-01-15T13:51:10Z,51,13,0.389,31.85,32.47181923
105.701,2021-01-15T13:21:50Z,21,13,0.391,29.54,33.73670956
105.703,2021-01-15T13:29:20Z,29,13,0.391,29.76,33.41687938
105.703,2021-01-15T13:30:40Z,30,13,0.391,29.7,33.41617926
105.703,2021-01-15T13:32:10Z,32,13,0.391,29.8,33.28567012
105.71,2021-01-15T12:53:40Z,53,12,0.392,29.62,33.67736194
105.714,2021-01-15T13:43:40Z,43,13,0.392,30.66,33.44489528
105.714,2021-01-15T13:44:20Z,44,13,0.392,30.96,33.31933195
105.715,2021-01-15T13:03:00Z,3,13,0.392,29.64,33.69626992
105.718,2021-01-15T13:27:20Z,27,13,0.393,29.74,33.53169414
105.724,2021-01-15T12:46:30Z,46,12,0.393,29.52,33.2886698
105.732,2021-01-15T13:00:40Z,0,13,0.394,29.69,33.68434
105.732,2021-01-15T13:15:30Z,15,13,0.394,29.84,33.7312025
105.732,2021-01-15T13:24:10Z,24,13,0.394,29.58,33.70870689
105.735,2021-01-15T13:21:40Z,21,13,0.394,29.54,33.70387661
105.735,2021-01-15T13:48:40Z,48,13,0.394,31.61,32.73488196
105.735,2021-01-15T13:50:20Z,50,13,0.394,31.88,32.46182192
105.735,2021-01-15T13:50:30Z,50,13,0.394,31.82,32.52327429
105.738,2021-01-15T13:29:10Z,29,13,0.395,29.77,33.40023955
105.738,2021-01-15T13:32:20Z,32,13,0.395,29.8,33.2792551
105.744,2021-01-15T12:50:40Z,50,12,0.395,29.69,33.5990915
105.749,2021-01-15T13:46:50Z,46,13,0.396,31.44,33.12661355
105.752,2021-01-15T13:48:00Z,48,13,0.396,31.4,32.8837524
105.755,2021-01-15T13:32:00Z,32,13,0.396,29.8,33.29217443
105.767,2021-01-15T13:02:40Z,2,13,0.397,29.65,33.71891367
105.767,2021-01-15T13:18:00Z,18,13,0.397,29.73,33.72225906
105.767,2021-01-15T13:23:50Z,23,13,0.397,29.5,33.75156173
105.77,2021-01-15T13:27:10Z,27,13,0.398,29.73,33.54515968
105.772,2021-01-15T13:32:50Z,32,13,0.398,29.79,33.26350674
105.784,2021-01-15T13:00:10Z,0,13,0.399,29.64,33.67987983
105.795,2021-01-15T13:37:00Z,37,13,0.4,29.81,33.04774801
105.798,2021-01-15T13:03:50Z,3,13,0.401,29.59,33.74442118
105.801,2021-01-15T13:20:40Z,20,13,0.401,29.75,33.6918563
105.804,2021-01-15T13:21:30Z,21,13,0.401,29.58,33.65949641
105.804,2021-01-15T13:26:50Z,26,13,0.401,29.73,33.5386383
105.807,2021-01-15T13:32:30Z,32,13,0.401,29.79,33.27963561
105.807,2021-01-15T13:34:00Z,34,13,0.401,29.77,33.22896566
105.81,2021-01-15T13:35:00Z,35,13,0.402,29.75,33.14324093
105.812,2021-01-15T13:39:00Z,39,13,0.402,29.7,32.93843473
105.824,2021-01-15T13:29:30Z,29,13,0.403,29.74,33.40474642
105.824,2021-01-15T13:31:50Z,31,13,0.403,29.8,33.30179779
105.824,2021-01-15T13:33:40Z,33,13,0.403,29.79,33.24746924
105.83,2021-01-15T13:38:40Z,38,13,0.404,29.73,32.95610115
105.832,2021-01-15T13:39:30Z,39,13,0.404,29.73,32.71013154
105.832,2021-01-15T13:42:30Z,42,13,0.404,30.44,33.50358418
105.836,2021-01-15T13:14:00Z,14,13,0.404,29.6,33.82322051
105.836,2021-01-15T13:14:10Z,14,13,0.404,29.63,33.82860589
105.836,2021-01-15T13:15:50Z,15,13,0.404,29.82,33.73195092
105.836,2021-01-15T13:22:40Z,22,13,0.404,29.66,33.6921831
105.841,2021-01-15T13:31:20Z,31,13,0.405,29.75,33.36223417
105.847,2021-01-15T13:38:30Z,38,13,0.405,29.75,32.92652349
105.852,2021-01-15T13:44:30Z,44,13,0.406,31,33.32169327
105.852,2021-01-15T13:44:40Z,44,13,0.406,31.09,33.27712107
105.852,2021-01-15T13:46:30Z,46,13,0.406,31.38,33.10149846
105.853,2021-01-15T13:13:10Z,13,13,0.406,29.35,33.88017387
105.859,2021-01-15T12:42:00Z,42,12,0.407,29.64,33.69953939
105.865,2021-01-15T12:54:50Z,54,12,0.407,29.62,33.63805157
105.867,2021-01-15T13:10:10Z,10,13,0.407,29.24,33.84238438
105.867,2021-01-15T13:42:40Z,42,13,0.407,30.45,33.5197251
105.87,2021-01-15T13:45:30Z,45,13,0.408,31.17,33.21656359
105.87,2021-01-15T13:47:00Z,47,13,0.408,31.48,33.0737357
105.872,2021-01-15T13:47:40Z,47,13,0.408,31.53,33.01755079
105.873,2021-01-15T13:26:20Z,26,13,0.408,29.65,33.610661
105.879,2021-01-15T13:35:10Z,35,13,0.409,29.79,33.10940757
105.879,2021-01-15T13:36:40Z,36,13,0.409,29.84,33.07519331
105.884,2021-01-15T13:43:00Z,43,13,0.409,30.46,33.46032012
105.887,2021-01-15T13:16:10Z,16,13,0.409,29.87,33.7102841
105.887,2021-01-15T13:17:20Z,17,13,0.409,29.73,33.73870809
105.887,2021-01-15T13:23:30Z,23,13,0.409,29.54,33.7038804
105.893,2021-01-15T13:33:30Z,33,13,0.41,29.77,33.25151511
105.896,2021-01-15T13:35:50Z,35,13,0.41,29.77,33.19367789
105.896,2021-01-15T13:36:00Z,36,13,0.41,29.8,33.08974171
105.901,2021-01-15T13:40:10Z,40,13,0.411,29.87,33.76321858
105.904,2021-01-15T13:46:20Z,46,13,0.411,31.36,33.13776717
105.907,2021-01-15T13:48:10Z,48,13,0.411,31.37,32.87466623
105.919,2021-01-15T13:06:30Z,6,13,0.413,29.32,33.81887563
105.919,2021-01-15T13:07:10Z,7,13,0.413,29.21,33.88659314
105.919,2021-01-15T13:42:20Z,42,13,0.413,30.4,33.53109103
105.922,2021-01-15T13:13:20Z,13,13,0.413,29.37,33.91235552
105.922,2021-01-15T13:17:00Z,17,13,0.413,29.73,33.74532369
105.924,2021-01-15T13:49:30Z,49,13,0.413,31.91,32.48671575
105.925,2021-01-15T13:27:30Z,27,13,0.413,29.74,33.52517538
105.939,2021-01-15T13:13:40Z,13,13,0.415,29.43,33.87993105
105.942,2021-01-15T13:27:00Z,27,13,0.415,29.7,33.52034391
105.944,2021-01-15T13:52:30Z,52,13,0.415,31.94,32.4353674
105.945,2021-01-15T13:28:50Z,28,13,0.415,29.75,33.42058451
105.945,2021-01-15T13:29:50Z,29,13,0.415,29.74,33.41777805
105.945,2021-01-15T13:33:50Z,33,13,0.415,29.76,33.28416622
105.959,2021-01-15T13:49:20Z,49,13,0.417,31.89,32.51251829
105.962,2021-01-15T13:52:10Z,52,13,0.417,31.92,32.38814797
105.968,2021-01-15T12:53:30Z,53,12,0.417,29.77,33.605605250000004
105.968,2021-01-15T13:39:20Z,39,13,0.417,29.73,32.78541413
105.97,2021-01-15T13:39:50Z,39,13,0.418,29.85,32.53235105
105.974,2021-01-15T13:24:30Z,24,13,0.418,29.53,33.69446557
105.99,2021-01-15T13:43:30Z,43,13,0.42,30.53,33.44509096
105.99,2021-01-15T13:45:10Z,45,13,0.42,31.15,33.23005613
105.991,2021-01-15T13:25:00Z,25,13,0.42,29.65,33.64010002
105.996,2021-01-15T13:51:30Z,51,13,0.42,31.91,32.42636302
105.996,2021-01-15T13:52:00Z,52,13,0.42,31.87,32.44285616
106.008,2021-01-15T13:03:30Z,3,13,0.421,29.58,33.74488063
106.01,2021-01-15T13:49:10Z,49,13,0.422,31.85,32.54509084
106.025,2021-01-15T13:43:50Z,43,13,0.423,30.78,33.37937606
106.025,2021-01-15T13:45:40Z,45,13,0.423,31.2,33.21267419
106.039,2021-01-15T13:39:40Z,39,13,0.425,29.77,32.71436356
106.042,2021-01-15T13:45:50Z,45,13,0.425,31.24,33.19553957
106.045,2021-01-15T13:49:40Z,49,13,0.425,31.82,32.52961109
106.048,2021-01-15T13:31:40Z,31,13,0.425,29.79,33.31198586
106.051,2021-01-15T13:36:20Z,36,13,0.426,29.81,33.0573574
106.051,2021-01-15T13:36:30Z,36,13,0.426,29.82,33.04411656
106.057,2021-01-15T13:07:00Z,7,13,0.426,29.25,33.81880983
106.06,2021-01-15T13:17:30Z,17,13,0.427,29.73,33.7288738
106.06,2021-01-15T13:19:40Z,19,13,0.427,29.8,33.6569991
106.065,2021-01-15T13:51:50Z,51,13,0.427,31.83,32.48488216
106.106,2021-01-15T13:36:50Z,36,13,0.431,29.81,33.02550222
106.108,2021-01-15T13:41:50Z,41,13,0.431,30.28,33.57429507
106.109,2021-01-15T13:10:20Z,10,13,0.431,29.3,33.95191344
106.114,2021-01-15T13:49:00Z,49,13,0.432,31.73,32.66223181
106.126,2021-01-15T13:09:50Z,9,13,0.433,29.19,33.90734095
106.129,2021-01-15T13:13:50Z,13,13,0.433,29.52,33.88933378
106.131,2021-01-15T13:47:20Z,47,13,0.434,31.5,33.05389149
106.146,2021-01-15T13:45:20Z,45,13,0.435,31.16,33.23313372
106.146,2021-01-15T13:46:10Z,46,13,0.435,31.31,33.17134836
106.16,2021-01-15T13:42:10Z,42,13,0.437,30.39,33.51493543
106.161,2021-01-15T12:57:20Z,57,12,0.437,29.76,33.65195895
106.181,2021-01-15T13:23:10Z,23,13,0.439,29.58,33.69884499
106.181,2021-01-15T13:23:40Z,23,13,0.439,29.5,33.69249136
106.203,2021-01-15T13:32:40Z,32,13,0.441,29.79,33.23775515
106.241,2021-01-15T13:36:10Z,36,13,0.445,29.81,33.09571552
106.316,2021-01-15T13:06:50Z,6,13,0.452,29.3,33.84946942
106.359,2021-01-15T13:33:00Z,33,13,0.456,29.77,33.27085773
106.393,2021-01-15T13:33:10Z,33,13,0.46,29.79,33.23775617
106.444,2021-01-15T13:52:20Z,52,13,0.465,31.93,32.39744945
106.474,2021-01-15T13:13:00Z,13,13,0.468,29.33,33.91078289
106.534,2021-01-15T13:35:30Z,35,13,0.474,29.74,33.17247941
